Transaction_ID,Customer_ID,Transaction_Amount,Transaction_Type,Transaction_Date,Merchant_Category,Transaction_Country,Is_Fraud
TXN003032,CUST1774,230.31,Mobile,2025-01-11,Healthcare,UAE,0
TXN003033,CUST1358,30.14,Online,2024-01-06,Healthcare,India,0
TXN003034,CUST1615,48.58,ATM,2025-03-05,Groceries,UAE,0
TXN003035,CUST1572,30.56,In-Store,2025-02-09,Groceries,USA,0
TXN003036,CUST1332,158.43,Mobile,2025-03-31,Healthcare,UK,1
TXN003037,CUST1322,327.5,Mobile,2024-12-30,Clothing,UK,0
TXN003038,CUST1221,285.8,In-Store,2024-03-13,Groceries,UK,0
TXN003039,CUST1834,202.46,Mobile,2023-11-25,Clothing,India,0
TXN003040,CUST1235,590.87,ATM,2024-08-16,Electronics,UK,0
TXN003041,CUST1074,82.65,Online,2024-11-17,Travel,UK,0
TXN003042,CUST1010,34.96,Online,2023-08-26,Travel,Germany,0
TXN003043,CUST1586,18.07,Online,2024-07-04,Electronics,Germany,0
TXN003044,CUST1176,21.04,In-Store,2025-01-16,Travel,USA,0
TXN003045,CUST1919,39.8,ATM,2023-09-27,Healthcare,Germany,0
TXN003046,CUST1878,208.86,Online,2025-03-18,Travel,USA,0
TXN003047,CUST1956,17.43,In-Store,2025-02-25,Electronics,UK,0
TXN003048,CUST1644,255.03,ATM,2024-03-06,Healthcare,UAE,0
TXN003049,CUST1894,143.0,ATM,2023-12-06,Clothing,UAE,0
TXN003050,CUST1035,74.81,Mobile,2023-06-12,Electronics,USA,0
TXN003051,CUST1608,81.77,Online,2023-07-15,Electronics,UK,0
TXN003052,CUST1706,112.59,Online,2024-08-31,Groceries,USA,0
TXN003053,CUST1803,31.27,Mobile,2025-04-21,Healthcare,UK,0
TXN003054,CUST1518,243.98,ATM,2023-08-14,Travel,UK,0
TXN003055,CUST1101,81.69,Online,2023-11-04,Groceries,USA,0
TXN003056,CUST1410,21.56,Mobile,2025-03-14,Clothing,India,0
TXN003057,CUST1278,305.94,ATM,2024-08-18,Electronics,UAE,0
TXN003058,CUST1225,279.52,In-Store,2023-10-01,Travel,USA,0
TXN003059,CUST1400,206.72,In-Store,2025-01-05,Travel,UK,0
TXN003060,CUST1561,128.69,ATM,2025-03-11,Healthcare,USA,0
TXN003061,CUST1715,46.97,Online,2023-12-08,Clothing,USA,0
TXN003062,CUST1082,175.1,In-Store,2024-07-21,Travel,UK,0
TXN003063,CUST1336,22.77,Online,2024-02-09,Clothing,India,0
TXN003064,CUST1981,9.45,Mobile,2023-10-15,Groceries,USA,0
TXN003065,CUST1483,203.31,ATM,2024-09-01,Groceries,USA,0
TXN003066,CUST1304,182.84,ATM,2024-04-14,Clothing,India,1
TXN003067,CUST1257,597.01,ATM,2025-04-28,Groceries,UK,0
TXN003068,CUST1757,163.42,In-Store,2024-03-17,Electronics,Germany,0
TXN003069,CUST1024,53.43,In-Store,2024-08-20,Travel,UAE,0
TXN003070,CUST1410,37.14,In-Store,2024-10-24,Healthcare,UAE,0
TXN003071,CUST1971,278.86,In-Store,2023-10-28,Travel,Germany,0
TXN003072,CUST1615,285.06,Online,2025-03-29,Clothing,UK,0
TXN003073,CUST1219,202.17,In-Store,2024-02-12,Electronics,USA,0
TXN003074,CUST1110,43.18,ATM,2024-01-18,Travel,USA,0
TXN003075,CUST1404,6.34,In-Store,2024-08-09,Clothing,UAE,0
TXN003076,CUST1769,46.85,In-Store,2024-01-29,Clothing,India,0
TXN003077,CUST1955,34.22,ATM,2024-05-21,Travel,Germany,0
TXN003078,CUST1948,320.09,Mobile,2023-08-14,Groceries,UAE,0
TXN003079,CUST1029,39.11,ATM,2023-12-10,Travel,UAE,0
TXN003080,CUST1677,223.89,ATM,2024-02-07,Groceries,Germany,0
TXN003081,CUST1937,278.52,Mobile,2023-09-06,Travel,UAE,1
TXN003082,CUST1965,119.38,Online,2024-05-22,Healthcare,Germany,0
TXN003083,CUST1197,135.07,Mobile,2024-08-30,Groceries,USA,0
TXN003084,CUST1524,28.95,ATM,2024-01-17,Groceries,UAE,0
TXN003085,CUST1272,550.4,In-Store,2024-07-18,Healthcare,USA,0
TXN003086,CUST1530,74.95,In-Store,2024-08-01,Electronics,UK,0
TXN003087,CUST1949,12.07,Online,2024-10-13,Travel,Germany,0
TXN003088,CUST1292,134.88,Mobile,2024-02-26,Travel,UK,0
TXN003089,CUST1894,364.65,Online,2023-10-03,Groceries,UK,0
TXN003090,CUST1681,45.75,Online,2024-03-18,Electronics,Germany,0
TXN003091,CUST1780,163.09,Mobile,2024-08-18,Groceries,USA,0
TXN003092,CUST1019,23.53,Online,2023-12-27,Travel,India,0
TXN003093,CUST1950,11.36,Mobile,2025-03-05,Groceries,USA,0
TXN003094,CUST1706,30.13,Mobile,2023-11-16,Travel,Germany,0
TXN003095,CUST1380,201.99,Online,2023-10-19,Clothing,Germany,0
TXN003096,CUST1396,147.32,ATM,2023-11-13,Healthcare,USA,0
TXN003097,CUST1393,123.16,In-Store,2023-08-23,Electronics,UK,0
TXN003098,CUST1638,276.9,ATM,2024-08-18,Healthcare,UAE,0
TXN003099,CUST1522,97.98,ATM,2024-09-17,Groceries,India,0
TXN003100,CUST1579,168.47,In-Store,2024-03-29,Clothing,Germany,0
TXN003101,CUST1808,86.12,In-Store,2024-03-01,Healthcare,UK,0
TXN003102,CUST1244,347.15,ATM,2025-03-31,Electronics,UK,0
TXN003103,CUST1836,20.75,In-Store,2023-06-17,Clothing,Germany,0
TXN003104,CUST1249,182.92,In-Store,2024-09-21,Travel,UAE,0
TXN003105,CUST1318,62.63,ATM,2023-11-19,Clothing,UAE,0
TXN003106,CUST1684,181.65,ATM,2023-08-25,Clothing,India,0
TXN003107,CUST1971,54.14,ATM,2025-03-06,Groceries,USA,0
TXN003108,CUST1570,16.47,In-Store,2023-12-14,Groceries,UK,0
TXN003109,CUST1168,73.24,Online,2025-02-10,Groceries,UAE,0
TXN003110,CUST1359,4.69,Online,2024-04-28,Travel,India,0
TXN003111,CUST1475,98.87,ATM,2025-02-03,Travel,Germany,0
TXN003112,CUST1385,3.17,In-Store,2023-06-22,Electronics,USA,0
TXN003113,CUST1295,69.39,Online,2024-05-02,Electronics,UAE,0
TXN003114,CUST1845,68.65,In-Store,2023-12-17,Healthcare,UK,0
TXN003115,CUST1805,461.72,In-Store,2024-02-08,Clothing,USA,0
TXN003116,CUST1058,171.38,Online,2023-08-09,Groceries,UK,0
TXN003117,CUST1280,367.59,ATM,2024-10-05,Healthcare,USA,0
TXN003118,CUST1117,276.58,Mobile,2024-07-29,Healthcare,UAE,0
TXN003119,CUST1172,207.52,Online,2023-08-26,Clothing,UK,0
TXN003120,CUST1537,18.62,ATM,2024-01-19,Clothing,India,1
TXN003121,CUST1466,182.49,Mobile,2025-05-01,Clothing,India,0
TXN003122,CUST1391,351.16,Mobile,2023-12-01,Groceries,USA,0
TXN003123,CUST1960,31.41,ATM,2023-09-23,Clothing,UK,0
TXN003124,CUST1844,65.09,In-Store,2023-12-10,Healthcare,India,0
TXN003125,CUST1715,104.93,Online,2025-03-22,Healthcare,UK,0
TXN003126,CUST1884,3.97,ATM,2023-09-19,Travel,USA,0
TXN003127,CUST1957,677.38,Online,2023-05-31,Groceries,India,0
TXN003128,CUST1750,78.4,Mobile,2023-10-13,Groceries,India,1
TXN003129,CUST1837,329.48,In-Store,2024-04-26,Clothing,UK,0
TXN003130,CUST1259,446.44,In-Store,2024-03-15,Groceries,UK,0
TXN003131,CUST1804,459.46,Mobile,2024-10-07,Healthcare,India,0
TXN003132,CUST1215,7.11,Online,2024-02-25,Clothing,USA,0
TXN003133,CUST1786,68.77,Mobile,2024-07-29,Groceries,UAE,0
TXN003134,CUST1411,291.8,Online,2024-04-11,Electronics,Germany,0
TXN003135,CUST1841,77.91,ATM,2023-12-21,Groceries,Germany,0
TXN003136,CUST1337,112.54,In-Store,2024-08-16,Healthcare,USA,0
TXN003137,CUST1877,1.19,In-Store,2023-05-24,Healthcare,UK,0
TXN003138,CUST1137,137.35,Online,2023-09-24,Clothing,Germany,0
TXN003139,CUST1756,3.16,In-Store,2024-02-15,Electronics,USA,0
TXN003140,CUST1607,151.82,Online,2025-02-28,Healthcare,UAE,0
TXN003141,CUST1456,43.34,Mobile,2024-05-09,Clothing,Germany,0
TXN003142,CUST1239,76.43,Online,2024-03-18,Healthcare,UAE,0
TXN003143,CUST1523,65.7,In-Store,2023-08-15,Electronics,USA,0
TXN003144,CUST1553,353.09,In-Store,2023-09-08,Electronics,USA,0
TXN003145,CUST1025,55.77,Online,2024-11-23,Clothing,UAE,0
TXN003146,CUST1775,107.64,Online,2024-07-25,Electronics,USA,0
TXN003147,CUST1843,15.69,In-Store,2025-01-22,Groceries,UK,0
TXN003148,CUST1785,16.89,Mobile,2024-05-21,Healthcare,USA,0
TXN003149,CUST1825,162.5,In-Store,2024-10-20,Groceries,UK,0
TXN003150,CUST1453,135.83,Online,2023-11-01,Travel,India,0
TXN003151,CUST1218,108.71,ATM,2024-02-22,Travel,Germany,0
TXN003152,CUST1341,45.68,Online,2025-02-02,Healthcare,USA,0
TXN003153,CUST1366,190.9,Online,2023-11-07,Electronics,UAE,0
TXN003154,CUST1220,128.95,ATM,2024-02-05,Electronics,UK,0
TXN003155,CUST1291,68.99,ATM,2023-12-27,Healthcare,UAE,0
TXN003156,CUST1932,455.59,In-Store,2024-08-19,Electronics,India,0
TXN003157,CUST1595,3.73,Online,2023-11-24,Clothing,USA,1
TXN003158,CUST1253,53.97,Online,2025-03-29,Healthcare,UAE,0
TXN003159,CUST1786,215.49,Mobile,2023-09-11,Electronics,USA,0
TXN003160,CUST1889,58.52,In-Store,2023-11-09,Electronics,India,0
TXN003161,CUST1666,75.16,In-Store,2025-03-05,Electronics,USA,0
TXN003162,CUST1253,204.9,Mobile,2025-03-12,Healthcare,UAE,0
TXN003163,CUST1711,65.96,Mobile,2023-10-28,Travel,UK,0
TXN003164,CUST1732,65.31,ATM,2024-11-17,Clothing,UK,0
TXN003165,CUST1909,92.41,ATM,2024-05-13,Groceries,Germany,0
TXN003166,CUST1623,261.69,In-Store,2024-12-17,Groceries,India,0
TXN003167,CUST1645,57.15,Online,2025-02-07,Clothing,India,0
TXN003168,CUST1990,54.06,Online,2024-04-13,Healthcare,UK,0
TXN003169,CUST1693,242.23,Mobile,2024-09-29,Healthcare,UAE,0
TXN003170,CUST1631,1.29,Online,2025-02-06,Healthcare,UK,0
TXN003171,CUST1620,686.17,Mobile,2025-05-10,Healthcare,Germany,0
TXN003172,CUST1151,204.22,Mobile,2023-08-08,Electronics,UK,0
TXN003173,CUST1392,200.07,Online,2023-08-26,Electronics,USA,0
TXN003174,CUST1363,78.05,ATM,2024-11-18,Clothing,USA,0
TXN003175,CUST1604,95.48,ATM,2025-04-16,Healthcare,India,0
TXN003176,CUST1198,247.55,Online,2023-09-02,Electronics,USA,0
TXN003177,CUST1573,345.12,Online,2025-04-14,Clothing,India,0
TXN003178,CUST1622,2.41,In-Store,2025-05-07,Healthcare,UK,0
TXN003179,CUST1708,38.07,Mobile,2024-04-21,Travel,UAE,0
TXN003180,CUST1182,32.62,Online,2025-04-05,Groceries,UK,0
TXN003181,CUST1089,35.54,Online,2024-06-10,Healthcare,USA,0
TXN003182,CUST1250,15.17,In-Store,2023-07-20,Healthcare,USA,0
TXN003183,CUST1099,105.22,In-Store,2024-02-11,Healthcare,Germany,0
TXN003184,CUST1149,16.6,ATM,2024-01-23,Travel,UK,0
TXN003185,CUST1286,105.37,Mobile,2023-07-16,Travel,UAE,0
TXN003186,CUST1326,422.32,In-Store,2023-06-11,Travel,USA,0
TXN003187,CUST1486,144.01,ATM,2025-02-01,Clothing,India,0
TXN003188,CUST1849,98.09,Mobile,2025-05-01,Electronics,Germany,0
TXN003189,CUST1954,234.75,Mobile,2025-05-03,Electronics,India,1
TXN003190,CUST1264,10.62,Mobile,2023-11-21,Clothing,India,0
TXN003191,CUST1506,5.14,Mobile,2024-09-04,Electronics,UAE,0
TXN003192,CUST1547,70.88,ATM,2023-10-26,Electronics,India,0
TXN003193,CUST1837,411.69,Online,2024-03-26,Groceries,Germany,0
TXN003194,CUST1813,12.3,Mobile,2024-12-19,Healthcare,Germany,0
TXN003195,CUST1111,1036.24,ATM,2024-12-30,Electronics,India,0
TXN003196,CUST1722,74.11,Online,2023-06-29,Groceries,Germany,0
TXN003197,CUST1720,563.62,Mobile,2023-06-19,Groceries,USA,0
TXN003198,CUST1332,33.84,Mobile,2023-09-11,Travel,Germany,0
TXN003199,CUST1414,272.07,Mobile,2023-11-30,Healthcare,USA,0
TXN003200,CUST1567,9.51,Mobile,2024-01-30,Clothing,UK,0
TXN003201,CUST1708,234.36,ATM,2024-09-17,Healthcare,USA,0
TXN003202,CUST1143,18.41,ATM,2023-08-25,Electronics,UAE,0
TXN003203,CUST1688,37.22,Mobile,2024-02-27,Travel,UAE,0
TXN003204,CUST1368,97.71,Online,2024-11-28,Groceries,USA,0
TXN003205,CUST1321,58.24,Mobile,2024-06-27,Electronics,India,0
TXN003206,CUST1882,262.3,Online,2024-11-06,Electronics,Germany,0
TXN003207,CUST1074,67.2,Online,2024-10-30,Travel,UK,0
TXN003208,CUST1085,78.11,Mobile,2024-07-01,Travel,Germany,0
TXN003209,CUST1061,469.42,Online,2025-03-02,Healthcare,USA,0
TXN003210,CUST1628,5.47,Online,2024-03-18,Clothing,Germany,0
TXN003211,CUST1954,87.23,Online,2024-02-18,Clothing,USA,0
TXN003212,CUST1376,166.16,Mobile,2023-06-13,Clothing,UK,0
TXN003213,CUST1844,37.0,ATM,2025-04-23,Healthcare,India,1
TXN003214,CUST1741,82.31,Online,2024-03-25,Travel,UK,0
TXN003215,CUST1770,65.68,In-Store,2024-12-07,Clothing,Germany,1
TXN003216,CUST1387,161.67,ATM,2024-01-28,Groceries,UK,0
TXN003217,CUST1333,310.57,Mobile,2024-01-31,Healthcare,Germany,0
TXN003218,CUST1240,280.12,Online,2024-07-13,Groceries,UAE,0
TXN003219,CUST1442,47.04,Online,2024-09-29,Travel,UAE,1
TXN003220,CUST1307,144.71,Mobile,2025-03-12,Clothing,UAE,0
TXN003221,CUST1051,138.75,Mobile,2025-04-05,Electronics,UK,0
TXN003222,CUST1961,108.01,ATM,2024-11-15,Travel,India,0
TXN003223,CUST1823,126.56,ATM,2024-10-01,Electronics,USA,0
TXN003224,CUST1025,141.48,Mobile,2024-03-22,Travel,UK,0
TXN003225,CUST1078,15.81,In-Store,2024-03-20,Clothing,USA,0
TXN003226,CUST1413,46.66,ATM,2023-10-07,Groceries,UAE,0
TXN003227,CUST1356,42.24,ATM,2024-11-10,Travel,UK,0
TXN003228,CUST1536,84.77,ATM,2024-11-05,Clothing,Germany,0
TXN003229,CUST1545,191.77,In-Store,2023-12-06,Clothing,USA,0
TXN003230,CUST1188,6.3,Mobile,2024-09-26,Electronics,UAE,0
TXN003231,CUST1250,26.89,In-Store,2025-01-24,Clothing,UAE,0
TXN003232,CUST1256,136.69,Online,2023-08-10,Healthcare,India,0
TXN003233,CUST1479,95.79,Online,2024-07-20,Clothing,India,0
TXN003234,CUST1371,1.83,In-Store,2025-02-07,Clothing,UAE,0
TXN003235,CUST1413,59.99,In-Store,2023-09-19,Groceries,Germany,0
TXN003236,CUST1027,11.66,Online,2024-08-18,Healthcare,UK,0
TXN003237,CUST1917,28.04,Mobile,2024-11-27,Travel,USA,0
TXN003238,CUST1415,231.31,ATM,2023-11-30,Electronics,India,0
TXN003239,CUST1188,196.81,Online,2025-01-28,Clothing,India,0
TXN003240,CUST1113,321.24,Mobile,2025-01-09,Electronics,Germany,0
TXN003241,CUST1739,219.48,Mobile,2024-06-08,Healthcare,Germany,0
TXN003242,CUST1360,124.91,ATM,2023-09-06,Clothing,UK,0
TXN003243,CUST1364,34.26,ATM,2024-04-16,Healthcare,India,0
TXN003244,CUST1007,194.33,In-Store,2023-11-04,Groceries,India,0
TXN003245,CUST1422,54.06,In-Store,2024-05-01,Electronics,UK,0
TXN003246,CUST1728,150.7,In-Store,2024-05-01,Travel,USA,0
TXN003247,CUST1289,209.81,In-Store,2023-12-20,Electronics,UK,0
TXN003248,CUST1714,216.86,Online,2024-09-15,Electronics,Germany,0
TXN003249,CUST1624,94.85,Mobile,2024-02-07,Travel,UK,0
TXN003250,CUST1338,59.13,ATM,2024-03-29,Groceries,USA,0
TXN003251,CUST1427,228.71,ATM,2024-02-12,Groceries,Germany,0
TXN003252,CUST1567,133.34,In-Store,2025-02-11,Groceries,USA,0
TXN003253,CUST1923,12.65,Online,2023-06-20,Clothing,USA,0
TXN003254,CUST1213,204.53,Mobile,2024-05-02,Clothing,India,0
TXN003255,CUST1993,52.94,ATM,2023-11-10,Clothing,USA,0
TXN003256,CUST1018,62.68,In-Store,2024-05-02,Electronics,Germany,0
TXN003257,CUST1069,32.12,ATM,2024-06-06,Healthcare,UAE,1
TXN003258,CUST1186,356.98,ATM,2023-12-30,Groceries,UK,0
TXN003259,CUST1738,33.92,ATM,2023-06-10,Electronics,India,0
TXN003260,CUST1406,666.46,Online,2024-07-29,Healthcare,USA,0
TXN003261,CUST1429,125.27,ATM,2024-05-16,Healthcare,UK,0
TXN003262,CUST1718,33.5,Mobile,2025-04-14,Travel,USA,0
TXN003263,CUST1192,66.39,Mobile,2024-12-28,Electronics,Germany,0
TXN003264,CUST1203,229.28,ATM,2023-10-30,Clothing,India,0
TXN003265,CUST1088,6.4,ATM,2024-11-07,Electronics,Germany,0
TXN003266,CUST1104,157.51,Online,2023-11-07,Travel,Germany,0
TXN003267,CUST1040,128.67,In-Store,2025-01-28,Electronics,USA,1
TXN003268,CUST1778,390.76,Online,2025-04-30,Travel,UAE,0
TXN003269,CUST1103,661.07,ATM,2024-05-12,Clothing,USA,0
TXN003270,CUST1304,120.21,Mobile,2025-03-18,Healthcare,UAE,0
TXN003271,CUST1364,131.46,Online,2023-09-14,Groceries,UAE,0
TXN003272,CUST1621,55.9,In-Store,2024-02-15,Healthcare,Germany,1
TXN003273,CUST1530,47.51,Mobile,2024-06-22,Clothing,Germany,0
TXN003274,CUST1284,325.11,In-Store,2024-04-25,Groceries,UAE,0
TXN003275,CUST1181,107.12,Online,2023-12-26,Clothing,UAE,0
TXN003276,CUST1630,63.33,Online,2024-02-06,Electronics,USA,0
TXN003277,CUST1641,121.6,ATM,2023-07-23,Groceries,Germany,0
TXN003278,CUST1116,57.11,ATM,2024-10-31,Electronics,UK,0
TXN003279,CUST1231,58.86,Online,2025-03-20,Travel,USA,0
TXN003280,CUST1496,174.98,ATM,2024-01-18,Electronics,India,0
TXN003281,CUST1857,372.06,In-Store,2024-07-07,Groceries,India,0
TXN003282,CUST1818,5.18,In-Store,2024-02-18,Travel,UAE,0
TXN003283,CUST1049,15.25,Online,2025-01-24,Electronics,UAE,0
TXN003284,CUST1536,98.89,Online,2024-04-03,Travel,India,0
TXN003285,CUST1352,23.67,In-Store,2023-08-09,Groceries,USA,0
TXN003286,CUST1978,221.68,Mobile,2024-10-27,Electronics,UAE,0
TXN003287,CUST1669,136.04,Online,2023-11-12,Travel,India,0
TXN003288,CUST1696,26.31,In-Store,2023-05-22,Travel,UAE,0
TXN003289,CUST1557,202.26,Mobile,2024-05-31,Groceries,USA,0
TXN003290,CUST1564,135.36,Mobile,2024-02-28,Healthcare,India,0
TXN003291,CUST1669,94.96,Online,2024-05-31,Travel,Germany,0
TXN003292,CUST1762,140.85,Online,2023-06-13,Clothing,India,0
TXN003293,CUST1059,78.29,Online,2024-02-19,Healthcare,UAE,0
TXN003294,CUST1271,187.83,In-Store,2024-06-02,Electronics,UK,0
TXN003295,CUST1995,111.18,In-Store,2023-08-29,Groceries,USA,0
TXN003296,CUST1900,40.13,Online,2024-06-15,Clothing,UAE,0
TXN003297,CUST1304,9.83,ATM,2024-04-04,Healthcare,Germany,0
TXN003298,CUST1898,64.87,Mobile,2024-12-09,Clothing,Germany,0
TXN003299,CUST1364,435.8,Mobile,2023-12-22,Groceries,UK,0
TXN003300,CUST1496,105.65,Mobile,2024-12-08,Electronics,Germany,0
TXN003301,CUST1198,77.91,ATM,2025-05-07,Healthcare,Germany,0
TXN003302,CUST1268,51.76,In-Store,2023-09-21,Clothing,India,0
TXN003303,CUST1089,881.55,Online,2025-04-21,Electronics,USA,1
TXN003304,CUST1133,59.2,Online,2024-03-26,Electronics,UK,0
TXN003305,CUST1719,120.24,In-Store,2024-12-22,Travel,UK,0
TXN003306,CUST1140,5.4,Mobile,2023-12-29,Clothing,UK,0
TXN003307,CUST1363,6.04,In-Store,2024-12-24,Travel,India,0
TXN003308,CUST1463,54.64,In-Store,2025-03-19,Healthcare,Germany,0
TXN003309,CUST1150,268.19,Online,2024-11-14,Travel,Germany,0
TXN003310,CUST1734,10.0,Mobile,2023-07-24,Clothing,USA,0
TXN003311,CUST1063,64.52,ATM,2023-05-27,Travel,UAE,0
TXN003312,CUST1171,199.8,In-Store,2024-03-23,Healthcare,Germany,0
TXN003313,CUST1705,39.88,Online,2023-08-13,Clothing,UK,0
TXN003314,CUST1033,31.24,Mobile,2024-06-17,Travel,UAE,0
TXN003315,CUST1841,44.34,Online,2024-03-04,Clothing,Germany,0
TXN003316,CUST1056,505.77,ATM,2025-04-22,Clothing,Germany,0
TXN003317,CUST1637,180.67,Online,2024-09-22,Healthcare,UK,0
TXN003318,CUST1957,2.7,In-Store,2024-04-06,Electronics,UK,0
TXN003319,CUST1748,71.93,ATM,2025-05-10,Clothing,Germany,0
TXN003320,CUST1084,299.7,In-Store,2024-08-05,Groceries,UK,0
TXN003321,CUST1896,386.92,Online,2024-08-14,Clothing,Germany,0
TXN003322,CUST1297,66.43,Mobile,2024-03-06,Clothing,UK,0
TXN003323,CUST1443,219.45,ATM,2024-11-01,Groceries,UK,0
TXN003324,CUST1194,252.48,Online,2023-12-08,Clothing,UK,0
TXN003325,CUST1706,511.36,Online,2025-04-03,Healthcare,USA,0
TXN003326,CUST1351,95.17,Online,2023-11-06,Travel,UAE,0
TXN003327,CUST1282,314.32,Mobile,2024-10-09,Groceries,Germany,0
TXN003328,CUST1883,239.82,In-Store,2025-04-20,Healthcare,UAE,0
TXN003329,CUST1281,201.85,In-Store,2023-05-22,Travel,USA,0
TXN003330,CUST1972,95.98,ATM,2023-12-17,Travel,Germany,0
TXN003331,CUST1637,57.05,Online,2024-06-21,Electronics,UK,0
TXN003332,CUST1765,89.05,Online,2024-11-02,Electronics,USA,0
TXN003333,CUST1707,945.06,Online,2025-01-09,Clothing,USA,0
TXN003334,CUST1102,37.45,In-Store,2023-07-20,Travel,India,0
TXN003335,CUST1264,98.22,In-Store,2023-12-03,Groceries,USA,0
TXN003336,CUST1443,112.14,Online,2025-02-05,Groceries,India,0
TXN003337,CUST1567,3.72,In-Store,2025-01-24,Electronics,Germany,0
TXN003338,CUST1029,17.36,Online,2023-08-13,Clothing,India,0
TXN003339,CUST1337,82.94,In-Store,2024-05-25,Groceries,Germany,0
TXN003340,CUST1044,295.83,Online,2024-12-25,Electronics,UAE,0
TXN003341,CUST1917,128.13,In-Store,2024-06-30,Electronics,UAE,0
TXN003342,CUST1540,129.03,Mobile,2023-06-09,Groceries,USA,0
TXN003343,CUST1170,8.58,ATM,2025-02-18,Groceries,UK,0
TXN003344,CUST1257,110.12,ATM,2024-12-26,Groceries,Germany,0
TXN003345,CUST1117,229.85,ATM,2023-06-01,Groceries,India,0
TXN003346,CUST1577,19.65,ATM,2024-10-04,Travel,UK,0
TXN003347,CUST1582,366.78,Online,2023-10-09,Electronics,UK,0
TXN003348,CUST1055,65.05,In-Store,2024-04-11,Clothing,UAE,0
TXN003349,CUST1394,28.86,In-Store,2023-09-03,Groceries,UAE,0
TXN003350,CUST1786,262.82,In-Store,2025-03-20,Clothing,Germany,0
TXN003351,CUST1791,48.37,Online,2024-06-22,Healthcare,UK,0
TXN003352,CUST1504,15.16,Online,2024-08-12,Clothing,UAE,0
TXN003353,CUST1059,326.35,Mobile,2024-03-07,Groceries,India,0
TXN003354,CUST1604,58.36,Online,2023-10-08,Groceries,UK,0
TXN003355,CUST1216,102.2,ATM,2024-07-01,Travel,India,0
TXN003356,CUST1010,105.22,In-Store,2024-11-06,Travel,India,0
TXN003357,CUST1886,12.54,Online,2023-09-23,Clothing,India,0
TXN003358,CUST1906,38.76,Online,2023-12-15,Travel,USA,0
TXN003359,CUST1066,56.24,In-Store,2024-11-20,Clothing,UK,0
TXN003360,CUST1794,29.83,In-Store,2024-07-08,Groceries,UK,0
TXN003361,CUST1369,111.51,Mobile,2024-02-23,Groceries,UK,1
TXN003362,CUST1012,455.97,In-Store,2025-01-26,Healthcare,Germany,0
TXN003363,CUST1001,149.7,In-Store,2023-05-16,Groceries,India,0
TXN003364,CUST1219,53.56,Online,2023-07-11,Clothing,UAE,0
TXN003365,CUST1023,472.1,ATM,2023-08-07,Electronics,UAE,0
TXN003366,CUST1821,87.58,Online,2024-08-19,Groceries,UAE,0
TXN003367,CUST1132,406.53,ATM,2024-05-18,Electronics,UAE,0
TXN003368,CUST1720,66.09,In-Store,2024-03-18,Electronics,UAE,0
TXN003369,CUST1499,111.25,Mobile,2024-04-29,Clothing,USA,0
TXN003370,CUST1938,86.96,In-Store,2025-03-05,Electronics,India,0
TXN003371,CUST1484,267.36,Online,2023-06-23,Groceries,UK,0
TXN003372,CUST1963,100.53,In-Store,2024-06-19,Travel,UAE,0
TXN003373,CUST1900,174.95,In-Store,2023-09-12,Healthcare,India,1
TXN003374,CUST1094,98.88,Online,2025-01-13,Healthcare,UK,0
TXN003375,CUST1153,100.79,Online,2023-09-19,Clothing,Germany,0
TXN003376,CUST1338,229.92,ATM,2024-01-09,Clothing,Germany,0
TXN003377,CUST1480,11.4,ATM,2025-03-29,Clothing,USA,0
TXN003378,CUST1898,124.45,Online,2025-04-04,Clothing,UK,1
TXN003379,CUST1094,415.78,Mobile,2025-01-19,Electronics,UAE,0
TXN003380,CUST1910,280.82,ATM,2024-04-26,Healthcare,UK,0
TXN003381,CUST1884,148.9,Mobile,2024-03-18,Healthcare,UK,0
TXN003382,CUST1540,51.8,ATM,2023-12-09,Travel,India,0
TXN003383,CUST1511,111.98,ATM,2024-05-06,Travel,USA,0
TXN003384,CUST1096,508.93,Mobile,2024-03-18,Electronics,Germany,0
TXN003385,CUST1084,15.06,Mobile,2025-02-19,Clothing,Germany,0
TXN003386,CUST1245,448.88,Mobile,2023-12-13,Travel,USA,0
TXN003387,CUST1925,89.57,In-Store,2025-04-23,Groceries,Germany,0
TXN003388,CUST1066,590.53,Mobile,2023-11-11,Healthcare,India,0
TXN003389,CUST1857,1339.33,ATM,2023-11-03,Groceries,Germany,0
TXN003390,CUST1372,6.42,Online,2025-02-23,Travel,Germany,0
TXN003391,CUST1114,116.32,In-Store,2024-05-06,Clothing,India,0
TXN003392,CUST1831,4.49,ATM,2024-01-12,Clothing,India,0
TXN003393,CUST1315,147.74,Mobile,2023-09-04,Electronics,India,0
TXN003394,CUST1640,309.3,Mobile,2025-03-28,Groceries,UK,0
TXN003395,CUST1512,19.25,Mobile,2023-12-01,Clothing,Germany,0
TXN003396,CUST1370,3.26,Mobile,2024-04-10,Electronics,USA,0
TXN003397,CUST1093,27.09,ATM,2024-11-03,Electronics,UK,0
TXN003398,CUST1137,395.39,Mobile,2024-12-08,Groceries,UK,0
TXN003399,CUST1577,197.26,ATM,2023-12-28,Groceries,India,0
TXN003400,CUST1348,313.97,Online,2023-06-10,Electronics,Germany,0
TXN003401,CUST1497,24.41,Online,2024-07-25,Clothing,USA,0
TXN003402,CUST1969,23.64,In-Store,2025-01-23,Travel,India,0
TXN003403,CUST1975,60.5,Online,2025-05-04,Healthcare,Germany,0
